sample_index,timestamp,bearing_1_rms,bearing_1_peak,bearing_2_rms,bearing_2_peak,bearing_3_rms,bearing_3_peak,bearing_4_rms,bearing_4_peak,hours_from_start,bearing_1_threshold,bearing_1_anomaly_flag,bearing_2_threshold,bearing_2_anomaly_flag,bearing_3_threshold,bearing_3_anomaly_flag,bearing_4_threshold,bearing_4_anomaly_flag,any_anomaly_flag,anomaly_status
238,2004-02-14 02:02:39,0.07853328688166249,0.332,0.09492064505375991,0.479,0.09947166559306915,0.627,0.055563213578094996,0.259,39.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
239,2004-02-14 02:12:39,0.07740059716440338,0.522,0.09459994946855481,0.444,0.10126020926538098,0.679,0.0563425544971616,0.251,39.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
240,2004-02-14 02:22:39,0.0770826017349854,0.452,0.0938101989016586,0.435,0.1007085592986794,0.825,0.055139843080316026,0.222,39.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
241,2004-02-14 02:32:39,0.07785435307655411,0.415,0.09413555951102179,0.505,0.09942919267231708,0.698,0.05493014695885926,0.244,40.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
242,2004-02-14 02:42:39,0.07619507050676737,0.393,0.09280204486567092,0.564,0.10047741530477446,0.886,0.055081663006933394,0.244,40.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
243,2004-02-14 02:52:39,0.07689889872423401,0.447,0.09459596390289995,0.442,0.10390968274404822,1.074,0.056734803168998475,0.261,40.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
244,2004-02-14 03:02:39,0.07566271754418999,0.381,0.09305063095903757,0.479,0.09844082534065833,0.671,0.05510362530255496,0.266,40.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
245,2004-02-14 03:12:39,0.07709097519834116,0.396,0.09590291111001271,0.437,0.09896945329518031,0.664,0.05531504805218581,0.254,40.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
246,2004-02-14 03:22:39,0.07812214182271728,0.437,0.09459040969077548,0.483,0.10239033767890406,0.669,0.05617125738533899,0.325,40.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
247,2004-02-14 03:32:39,0.07616692644182087,0.405,0.09520543243552006,0.532,0.10422266343851874,0.83,0.05615095403171593,0.264,41.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
248,2004-02-14 03:42:39,0.07731350987113282,0.403,0.09502158857292313,0.444,0.09943465878247634,0.728,0.056172031901728016,0.261,41.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
249,2004-02-14 03:52:39,0.07587677323658983,0.386,0.0941202472758419,0.461,0.10432744425605375,0.715,0.05629375902076091,0.239,41.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
250,2004-02-14 04:02:39,0.0762042431228201,0.405,0.09550527738199863,0.491,0.10104548161827301,0.818,0.055938804541352374,0.244,41.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
251,2004-02-14 04:12:39,0.07576237683798354,0.347,0.09419875306035107,0.437,0.09834018130838292,0.576,0.05528627114703749,0.298,41.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
252,2004-02-14 04:22:39,0.07609244608739096,0.386,0.09577041078554091,0.559,0.09928421437776186,0.962,0.05583251758188278,0.239,41.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
253,2004-02-14 04:32:39,0.0786182224572888,0.378,0.09450039759961,0.503,0.10032762420058783,0.645,0.055302193160483015,0.254,42.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
254,2004-02-14 04:42:39,0.0765472363611597,0.383,0.09409441500719835,0.444,0.10030385014303103,0.574,0.05546258988681582,0.281,42.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
255,2004-02-14 04:52:39,0.07655005415423052,0.396,0.09394463000011961,0.396,0.10169832816311129,0.906,0.05578784974963187,0.298,42.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
256,2004-02-14 05:02:39,0.07695157390568759,0.415,0.09543326237931601,0.515,0.10073836175607023,0.586,0.056030002077570015,0.242,42.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
257,2004-02-14 05:12:39,0.07666247331291318,0.391,0.09490872697006385,0.43,0.10025412412612698,0.759,0.055349284643497206,0.237,42.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
258,2004-02-14 05:22:39,0.07718117604407745,0.405,0.09515301692988706,0.571,0.10025240022064309,0.652,0.056268787661044824,0.278,42.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
259,2004-02-14 05:32:39,0.0754853262075236,0.425,0.09341241720189025,0.459,0.09896306055046815,0.603,0.05486536255063389,0.256,43.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
260,2004-02-14 05:42:39,0.07848934759282226,0.376,0.09571192714623855,0.535,0.10216058251175267,0.74,0.05507576768005031,0.273,43.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
261,2004-02-14 05:52:39,0.07744872989093332,0.425,0.09472545830542006,0.491,0.1002993665954732,0.833,0.05577091816081209,0.234,43.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
262,2004-02-14 06:02:39,0.0774396340631083,0.439,0.094943577765873,0.498,0.09945260064669312,0.786,0.05523485236710265,0.242,43.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
263,2004-02-14 06:12:39,0.07724679940022192,0.422,0.09369090689686085,0.591,0.10090927551402608,0.725,0.055754529664638015,0.254,43.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
264,2004-02-14 06:22:39,0.07564605885770338,0.371,0.0931486502581861,0.459,0.10088842339242583,0.688,0.05446001884266797,0.232,43.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
265,2004-02-14 06:32:39,0.07614973556462623,0.376,0.09453369263373113,0.464,0.10165138322195867,0.942,0.054992718800708065,0.254,44.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
266,2004-02-14 06:42:39,0.07858716579030653,0.457,0.09375010078119583,0.444,0.10133247846276262,0.725,0.05565673471504257,0.244,44.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
267,2004-02-14 06:52:39,0.07790162973915003,0.356,0.09488555658084244,0.454,0.09889258594398015,0.779,0.05504605138824673,0.249,44.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
268,2004-02-14 07:02:39,0.0777059461206155,0.398,0.0950774406815965,0.505,0.10142396633570207,0.957,0.056317706213970795,0.261,44.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
269,2004-02-14 07:12:39,0.07785898335492507,0.435,0.0942541967939956,0.442,0.10268822347394259,0.776,0.055389360440431155,0.249,44.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
270,2004-02-14 07:22:39,0.07571334102894697,0.403,0.0944440579291519,0.442,0.10087940375300847,0.779,0.055148800842584056,0.256,44.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
271,2004-02-14 07:32:39,0.07639177457459834,0.447,0.09389222415013597,0.496,0.0998985300622274,0.703,0.056141064220380385,0.249,45.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
272,2004-02-14 07:42:39,0.0773621114568527,0.425,0.09427845252934589,0.4,0.09997411212760594,0.735,0.05443958987090645,0.261,45.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
273,2004-02-14 07:52:39,0.07842339670271,0.378,0.09404292544456427,0.444,0.09901500142812956,0.625,0.056630709045810565,0.271,45.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
274,2004-02-14 08:02:39,0.07628107301034363,0.425,0.09452682298518171,0.43,0.10008389620361947,0.735,0.05522737137351483,0.298,45.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
275,2004-02-14 08:12:39,0.0782240275511823,0.364,0.09443866747292923,0.493,0.10167105520646905,0.759,0.055595883794772746,0.247,45.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
276,2004-02-14 08:22:39,0.07825938535718496,0.439,0.09436198534019805,0.403,0.1003152871497535,0.693,0.05636106439802326,0.278,45.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
277,2004-02-14 08:32:39,0.07883279811470445,0.469,0.09436860853771104,0.457,0.1009927606084342,0.754,0.05577176959002758,0.276,46.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
278,2004-02-14 08:42:39,0.07697529154093864,0.439,0.0940764026270669,0.488,0.09826073489183955,0.581,0.055240498688122835,0.278,46.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
279,2004-02-14 08:52:39,0.07868750124106433,0.464,0.09373565749664385,0.527,0.09890446088429226,0.73,0.05566109696047815,0.269,46.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
280,2004-02-14 09:02:39,0.07629050409864258,0.408,0.09352465495250102,0.435,0.09682866684332822,0.718,0.05520380253617612,0.244,46.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
281,2004-02-14 09:12:39,0.07758280543534599,0.349,0.09465328177089266,0.417,0.09910021709029578,0.698,0.05532108822803809,0.229,46.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
282,2004-02-14 09:22:39,0.07689642263755268,0.361,0.0929199309847933,0.408,0.10011307669330714,0.679,0.055228295722731656,0.242,46.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
283,2004-02-14 09:32:39,0.07679911555734627,0.356,0.0918368880879131,0.505,0.09979430015662216,0.747,0.05476367106000793,0.288,47.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
284,2004-02-14 09:42:39,0.07762733365050935,0.442,0.09342349550149978,0.552,0.10223412043373473,0.886,0.05500264819618915,0.278,47.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
285,2004-02-14 09:52:39,0.07806387515051776,0.349,0.09442532753699481,0.43,0.09979271142676828,0.75,0.05589774075823637,0.242,47.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
286,2004-02-14 10:02:39,0.0761460433763633,0.366,0.09296796795889566,0.42,0.09868838316973406,0.942,0.05512265531436462,0.229,47.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
287,2004-02-14 10:12:39,0.07774952930173035,0.403,0.09508809546119588,0.454,0.1000467717768482,0.664,0.054828519074531366,0.256,47.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
288,2004-02-14 10:22:39,0.07605541128636081,0.417,0.09306987750937129,0.464,0.09876208267654836,0.813,0.05486220086712139,0.244,47.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
289,2004-02-14 10:32:39,0.07691889784508826,0.361,0.09523501025218811,0.435,0.10107202263616587,0.789,0.055774889780959,0.273,48.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
290,2004-02-14 10:42:39,0.07625929630830264,0.422,0.09359401815487461,0.469,0.09769461621353234,0.532,0.05508051856501194,0.232,48.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
291,2004-02-14 10:52:39,0.07750343899879944,0.403,0.09587588666881391,0.457,0.09896924879492242,0.835,0.056071708326119116,0.283,48.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
292,2004-02-14 11:02:39,0.07689420523568812,0.413,0.09294755273052513,0.459,0.10172290530107084,0.684,0.055747639996993364,0.269,48.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
293,2004-02-14 11:12:39,0.0776544869015146,0.381,0.09458284852115102,0.408,0.10334731623722747,0.862,0.05678975325020131,0.266,48.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
294,2004-02-14 11:22:39,0.07698864186724234,0.449,0.09405298721623293,0.422,0.1041303487990683,0.71,0.056983779473170036,0.281,48.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
295,2004-02-14 11:32:39,0.07813684441464298,0.444,0.09446960076527264,0.466,0.10019990468277651,0.686,0.056296221460958196,0.242,49.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
296,2004-02-14 11:42:39,0.07653528310881769,0.415,0.093339693793691,0.388,0.10055327582578738,0.84,0.05604184010002594,0.247,49.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
297,2004-02-14 11:52:39,0.07844825685702805,0.393,0.09388717906390694,0.42,0.10044699244385381,0.608,0.05609720654392026,0.261,49.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
298,2004-02-14 12:02:39,0.07781413088150346,0.413,0.09551630030024653,0.417,0.10496968800749398,0.664,0.05546973458633208,0.254,49.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
299,2004-02-14 12:12:39,0.07730263111527155,0.369,0.09438559232776207,0.398,0.10160284030578635,0.725,0.05668160198782538,0.273,49.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
300,2004-02-14 12:22:39,0.0781221315098393,0.396,0.09393499508054094,0.442,0.10138163053416346,0.977,0.05518733366339599,0.259,49.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
301,2004-02-14 12:32:39,0.07923294929450911,0.432,0.09505211718035926,0.488,0.10019590892853672,0.706,0.05605197565304345,0.249,50.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
302,2004-02-14 12:42:39,0.07538111630449963,0.454,0.09453311155191867,0.459,0.10212143913046919,0.806,0.05520024139793797,0.256,50.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
303,2004-02-14 12:52:39,0.07695273730866807,0.393,0.0933075295373282,0.391,0.09932088247348843,0.691,0.05608815823452063,0.232,50.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
304,2004-02-14 13:02:39,0.07620697076106703,0.449,0.09366071242914167,0.479,0.100126226486714,0.708,0.054755406946198015,0.254,50.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
305,2004-02-14 13:12:39,0.07855317354645037,0.356,0.09369920055980667,0.496,0.10070267067391696,0.996,0.055639163839281185,0.244,50.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
306,2004-02-14 13:22:39,0.07703774503551003,0.422,0.09328046717636347,0.415,0.09792919331995376,0.847,0.05560989436748194,0.256,50.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
307,2004-02-14 13:32:39,0.07783553311209315,0.378,0.09359416918729166,0.503,0.09829235132056308,0.696,0.0556209417410048,0.276,51.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
308,2004-02-14 13:42:39,0.07702249886903989,0.383,0.09521213593906044,0.447,0.0994380553684994,0.759,0.055433491434837924,0.232,51.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
309,2004-02-14 13:52:39,0.07605641216906862,0.383,0.09236861340405354,0.457,0.09928447896661327,0.859,0.055076925518853855,0.232,51.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
310,2004-02-14 14:02:39,0.07764319967053215,0.378,0.09350167006362775,0.43,0.09780089587715952,0.796,0.056794154852331635,0.312,51.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
311,2004-02-14 14:12:39,0.07824552016429599,0.408,0.0958116015328063,0.442,0.10195176938753932,0.728,0.05575110135893617,0.254,51.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
312,2004-02-14 14:22:39,0.07848323274601796,0.417,0.09552847405600463,0.488,0.10159682977491226,0.793,0.05583630423921116,0.286,51.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
313,2004-02-14 14:32:39,0.07779132524390574,0.371,0.09302180996361148,0.366,0.09613161195156487,0.681,0.05499341979458201,0.261,52.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
314,2004-02-14 14:42:39,0.07653336531121165,0.371,0.0939520860993617,0.542,0.09747321421926321,0.688,0.05597544278799856,0.234,52.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
315,2004-02-14 14:52:39,0.07771954820910969,0.415,0.09406905214928885,0.645,0.10009319046440547,0.752,0.05564971448854208,0.259,52.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
316,2004-02-14 15:02:39,0.07693467481866109,0.359,0.09297426664304753,0.449,0.10048858523095422,0.984,0.0542217024592379,0.256,52.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
317,2004-02-14 15:12:39,0.07840756556538804,0.437,0.09402400219242558,0.498,0.0990275177290541,0.908,0.05512873738393503,0.251,52.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
318,2004-02-14 15:22:39,0.0763741992465183,0.366,0.09303714054873127,0.454,0.09999643450674878,0.688,0.05508072112675859,0.247,52.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
319,2004-02-14 15:32:39,0.07685433411249491,0.398,0.09324944966744442,0.398,0.09896118858271219,0.713,0.055109527838602915,0.278,53.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
320,2004-02-14 15:42:39,0.07689268883127397,0.393,0.09353494213603077,0.403,0.09737962119971508,0.649,0.054581005238200773,0.247,53.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
321,2004-02-14 15:52:39,0.07817967180785793,0.432,0.09376528833675606,0.403,0.10062035509465767,0.876,0.055167844478945564,0.244,53.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
322,2004-02-14 16:02:39,0.07825966082036613,0.417,0.09275002553276267,0.62,0.10017413671210561,0.854,0.05576256733701942,0.293,53.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
323,2004-02-14 16:12:39,0.07600318789572251,0.4,0.09480286933001092,0.405,0.09849183569828897,0.894,0.05570820541348128,0.251,53.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
324,2004-02-14 16:22:39,0.0775694166814272,0.374,0.09316901539507381,0.479,0.09869457033135422,0.735,0.055348389221847503,0.237,53.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
325,2004-02-14 16:32:39,0.07732922906617361,0.383,0.09449010442360817,0.481,0.09951710603977212,0.669,0.0551282701694421,0.215,54.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
326,2004-02-14 16:42:39,0.07651370160437361,0.391,0.09366903717552895,0.493,0.10016448679079078,0.676,0.054981322734264725,0.242,54.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
327,2004-02-14 16:52:39,0.07876241407609184,0.461,0.09440549977978972,0.457,0.09833053116593543,0.762,0.05546879357392655,0.281,54.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
328,2004-02-14 17:02:39,0.07563445673052643,0.378,0.09300484829642283,0.466,0.10113602429478949,0.559,0.055857034478937834,0.234,54.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
329,2004-02-14 17:12:39,0.07764984159926294,0.354,0.09466159015350747,0.486,0.10082460646851665,0.874,0.05537449606500383,0.315,54.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
330,2004-02-14 17:22:39,0.07831222347566902,0.422,0.09477106615665327,0.437,0.09796424680639233,0.64,0.05511504702169023,0.242,54.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
331,2004-02-14 17:32:39,0.077487861007487,0.4,0.09346977807859876,0.4,0.09918001532291233,0.637,0.05564763014032471,0.283,55.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
332,2004-02-14 17:42:39,0.0766385636190668,0.403,0.09390700316877662,0.481,0.10018190754626992,0.891,0.05521591452468098,0.251,55.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
333,2004-02-14 17:52:39,0.07512177873709461,0.374,0.09308109047651342,0.398,0.09777917738095815,0.671,0.05600026811808025,0.242,55.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
334,2004-02-14 18:02:39,0.0750074140215694,0.354,0.0929709555935851,0.449,0.09701658026184558,0.623,0.05495747557060595,0.342,55.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
335,2004-02-14 18:12:39,0.07638231571703541,0.361,0.09299380282191524,0.564,0.09976712215008196,0.535,0.05419564979803499,0.269,55.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
336,2004-02-14 18:22:39,0.07788027921511965,0.364,0.09394573888936501,0.481,0.09845449258096352,0.559,0.05532732278435651,0.239,55.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
337,2004-02-14 18:32:39,0.07527439096762507,0.398,0.09374748564336606,0.442,0.09880805379188796,0.857,0.055690793691175966,0.254,56.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
338,2004-02-14 18:42:39,0.07918299858950152,0.378,0.09538764839745696,0.5,0.1011358413147263,0.898,0.055765557141314835,0.261,56.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
339,2004-02-14 18:52:39,0.07800711324486297,0.381,0.09410742386529608,0.474,0.10029109755131248,0.784,0.05628300247132788,0.286,56.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
340,2004-02-14 19:02:39,0.07825582203031686,0.381,0.09369663116359227,0.481,0.0996738516812929,0.969,0.055187911415510646,0.247,56.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
341,2004-02-14 19:12:39,0.07756201211067341,0.425,0.09473084017403269,0.459,0.0991017848957891,0.818,0.056463515339138466,0.278,56.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
342,2004-02-14 19:22:39,0.0768954961879067,0.376,0.09349721701657088,0.464,0.09702139920809674,0.764,0.054539070893316936,0.242,56.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
343,2004-02-14 19:32:39,0.07675198204637372,0.4,0.0933038226457657,0.457,0.09850783846111562,0.635,0.055194401642342766,0.232,57.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
344,2004-02-14 19:42:39,0.07706073123730481,0.391,0.09312319314522295,0.427,0.1003627989159828,0.588,0.055228806738422294,0.251,57.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
345,2004-02-14 19:52:39,0.07648439894024141,0.369,0.09132605456378537,0.471,0.09860464579255382,0.664,0.055909589754911455,0.244,57.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
346,2004-02-14 20:02:39,0.07804829515724943,0.454,0.09364277618294964,0.53,0.101625420173255,0.823,0.05566915338562169,0.254,57.5,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
347,2004-02-14 20:12:39,0.07650581224090511,0.352,0.09331115962073146,0.527,0.10101319820170779,0.833,0.05561160521658789,0.283,57.67,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
348,2004-02-14 20:22:39,0.07870505320746962,0.461,0.09320886796011553,0.447,0.09986034951018785,0.613,0.05586834543356708,0.295,57.83,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
349,2004-02-14 20:32:39,0.07722064160724369,0.388,0.09165921007195964,0.371,0.0987635779826627,0.876,0.05591865342424878,0.259,58.0,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
350,2004-02-14 20:42:39,0.07668115900587559,0.41,0.09231781731892956,0.398,0.09803146193593604,0.989,0.05424208251556166,0.229,58.17,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
351,2004-02-14 20:52:39,0.07560518496862914,0.393,0.09185907998761948,0.427,0.09901202751078717,1.008,0.05402717324845665,0.242,58.33,0.09565685203420095,False,0.10202421829022722,False,0.11539199646474478,False,0.06035258379661236,False,False,Normal
